,Unnamed: 0,cancion,danceability,energy,speachiness,acousticness,tempo,artista
671,671,La pachanga,0.681,0.918,0.0508,0.00244,105.031,Vilma Palma e Vampiros
672,672,Aún,0.282,0.057,0.0733,0.715,120.188,Nature's Mirror
673,673,Baracunatana,0.548,0.691,0.0369,0.015,137.145,Heart
674,674,Esa noche,0.738,0.418,0.032,0.768,134.855,Café Tacvba
675,675,Así Es la Vida,0.799,0.664,0.0899,0.134,97.987,Elefante
676,676,Desde Que,0.724,0.32,0.0627,0.331,134.048,Reyli Barba
677,677,Mujer Amante - Vivo,0.498,0.654,0.0336,0.0149,115.363,Rata Blanca
678,678,Veneno Vil,0.565,0.608,0.0481,0.0357,160.005,MVP BEATZ
679,679,Aquí,0.723,0.615,0.0524,0.0323,157.087,Kali Uchis
680,680,Ojalá que llueva café,0.569,0.809,0.0406,0.279,115.912,Juan Luis Guerra 4.40
681,681,Tornasol (Vuelves a Ser),0.469,0.926,0.0461,0.00257,154.349,La Gusana Ciega
682,682,Lo noto,0.715,0.655,0.0344,0.00958,111.001,Hombres G
683,683,Amargo Adiós,0.607,0.666,0.0407,0.168,139.542,Estrellas de la Academia
684,684,No Dejes Que,0.613,0.898,0.0368,0.429,134.033,Caifanes
